2023-04-22 18:26:31,755.755	INFO	[main.py:11]	Config: {"exchanges": [{"volume": 1000}, {"volume": 1000}], "traders": [{"count": 10, "type": "Universalist", "markets": [0], "cash": 1000, "assets": [0]}, {"count": 10, "type": "Fundamentalist", "markets": [0], "cash": 1000, "assets": [0]}, {"count": 10, "type": "Chartist", "cash": 1000, "markets": [0, 1], "assets": [0, 0]}, {"count": 1, "type": "MarketMaker", "cash": 1000, "markets": [0, 1], "softlimits": [0, 0], "assets": [0, 0]}], "events": [{"type": "MarketPriceShock", "it": 200, "price_change": -50, "stock_id": 0}, {"type": "MarketPriceShock", "it": 304, "price_change": -50, "stock_id": 0}, {"type": "LiquidityShock", "it": 109, "volume_change": -20, "stock_id": 0}, {"type": "TransactionCost", "it": 320, "cost": 0.1, "stock_id": 0}], "iterations": 1000}
2023-04-22 18:26:31,758.758	INFO	[orders.py:21]	New ORDER 77 for 0 None
2023-04-22 18:26:31,758.758	INFO	[orders.py:21]	New ORDER 78 for 0 None
2023-04-22 18:26:31,758.758	INFO	[orders.py:21]	New ORDER 79 for 0 None
2023-04-22 18:26:31,758.758	INFO	[orders.py:21]	New ORDER 80 for 0 None
2023-04-22 18:26:31,758.758	INFO	[orders.py:21]	New ORDER 81 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 82 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 83 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 84 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 85 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 86 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 87 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 88 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 89 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 90 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 91 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 92 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 93 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 94 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 95 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 96 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 97 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 98 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 99 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 100 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 101 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 102 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 103 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 104 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 105 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 106 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 107 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 108 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 109 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 110 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 111 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 112 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 113 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 114 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 115 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 116 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 117 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 118 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 119 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 120 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 121 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 122 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 123 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 124 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 125 for 0 None
2023-04-22 18:26:31,759.759	INFO	[orders.py:21]	New ORDER 126 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 127 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 128 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 129 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 130 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 131 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 132 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 133 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 134 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 135 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 136 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 137 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 138 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 139 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 140 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 141 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 142 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 143 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 144 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 145 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 146 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 147 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 148 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 149 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 150 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 151 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 152 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 153 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 154 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 155 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 156 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 157 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 158 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 159 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 160 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 161 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 162 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 163 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 164 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 165 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 166 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 167 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 168 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 169 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 170 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 171 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 172 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 173 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 174 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 175 for 0 None
2023-04-22 18:26:31,760.760	INFO	[orders.py:21]	New ORDER 176 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 177 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 178 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 179 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 180 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 181 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 182 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 183 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 184 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 185 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 186 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 187 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 188 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 189 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 190 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 191 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 192 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 193 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 194 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 195 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 196 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 197 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 198 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 199 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 200 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 201 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 202 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 203 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 204 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 205 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 206 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 207 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 208 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 209 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 210 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 211 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 212 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 213 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 214 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 215 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 216 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 217 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 218 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 219 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 220 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 221 for 0 None
2023-04-22 18:26:31,761.761	INFO	[orders.py:21]	New ORDER 222 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 223 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 224 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 225 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 226 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 227 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 228 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 229 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 230 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 231 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 232 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 233 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 234 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 235 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 236 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 237 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 238 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 239 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 240 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 241 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 242 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 243 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 244 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 245 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 246 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 247 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 248 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 249 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 250 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 251 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 252 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 253 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 254 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 255 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 256 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 257 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 258 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 259 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 260 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 261 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 262 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 263 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 264 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 265 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 266 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 267 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 268 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 269 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 270 for 0 None
2023-04-22 18:26:31,762.762	INFO	[orders.py:21]	New ORDER 271 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 272 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 273 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 274 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 275 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 276 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 277 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 278 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 279 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 280 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 281 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 282 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 283 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 284 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 285 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 286 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 287 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 288 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 289 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 290 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 291 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 292 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 293 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 294 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 295 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 296 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 297 for 0 None
2023-04-22 18:26:31,763.763	INFO	[orders.py:21]	New ORDER 298 for 0 None
